Wall time,Step,Value
1766912745.9072661,3042,1.7779854536056519
1766912764.631537,3050,1.7783807516098022
1766912800.26061,3065,1.778745412826538
1766912805.0324469,3067,1.7776094675064087
1766912809.839823,3069,1.7769660949707031
1766912814.622663,3071,1.7758958339691162
1766912819.403872,3073,1.7739001512527466
1766912840.8449862,3082,1.7747923135757446
1766912850.295348,3086,1.773175597190857
1766912884.899039,3099,1.7794609069824219
1766912894.405278,3103,1.7826123237609863
1766912939.885958,3122,1.7797783613204956
1766912975.822335,3137,1.7817745208740234
1766912978.1974149,3138,1.7826277017593384
1766912992.527901,3144,1.7786110639572144
1766912994.917822,3145,1.7790173292160034
1766912999.6986911,3147,1.778647780418396
1766913006.892139,3150,1.7791497707366943
1766913018.8611321,3155,1.7781075239181519
1766913025.991043,3158,1.7763522863388062
1766913028.3633962,3159,1.7765579223632812
1766913033.159775,3161,1.7745249271392822
1766913071.532393,3177,1.7700039148330688
1766913088.264399,3184,1.7723041772842407
1766913097.883919,3188,1.7719541788101196
1766913114.598399,3195,1.771198034286499
1766913116.944244,3196,1.770058274269104
1766913133.627777,3203,1.7758780717849731
1766913140.949173,3206,1.7751774787902832
1766913198.680715,3230,1.7762565612792969
1766913205.8034189,3233,1.7750451564788818
1766913222.4581802,3240,1.774903655052185
1766913229.591904,3243,1.7750881910324097
1766913232.020643,3244,1.7734588384628296
1766913236.821232,3246,1.7721080780029297
1766913239.2204921,3247,1.7717326879501343
1766913255.829034,3254,1.7757806777954102
1766913260.606383,3256,1.7763197422027588
1766913286.840153,3267,1.7739527225494385
1766913298.808948,3272,1.7739225625991821
1766913320.3855639,3281,1.7746280431747437
1766913325.134424,3283,1.7730087041854858
1766913329.947736,3285,1.7717491388320923
1766913339.5626838,3289,1.76959228515625
1766913346.7138062,3292,1.767478108406067
1766913377.685278,3305,1.769092321395874
1766913380.073811,3306,1.7699947357177734
1766913382.477382,3307,1.7698220014572144
1766913396.733653,3313,1.772725224494934
1766913415.792854,3321,1.7688138484954834
1766913430.153759,3327,1.7712326049804688
1766913432.5284438,3328,1.7711153030395508
1766913434.908006,3329,1.7704013586044312
1766913444.452245,3333,1.769121527671814
1766913456.382717,3338,1.7707726955413818
1766913473.124388,3345,1.7722269296646118
1766913492.234505,3353,1.7749557495117188
1766913501.79952,3357,1.777056336402893
1766913511.3366232,3361,1.7814865112304688
1766913516.1074061,3363,1.7814617156982422
1766913530.493505,3369,1.7809444665908813
1766913537.674568,3372,1.7803608179092407
1766913542.419043,3374,1.7825372219085693
1766913547.219859,3376,1.782056450843811
